,Year,Week,Destination,Visitors,Bureau of Meteorology station number,Maximum temperature (Degree C),Minimum temperature (Degree C),Rainfall amount (millimetres),Date_x,SnowDepth(cm)
2987,2020,7,Mt. Hotham,8953,83085,3.0,-2.1,0.0,2020-07-26,89.0
2988,2020,7,Mt. Hotham,8953,83085,1.3,-0.2,2.2,2020-07-27,89.0
2989,2020,8,Mt. Hotham,4401,83085,1.6,-0.5,1.8,2020-07-28,91.0
2990,2020,8,Mt. Hotham,4401,83085,7.9,-1.4,0.0,2020-07-29,91.0
2991,2020,8,Mt. Hotham,4401,83085,4.8,-2.9,0.0,2020-07-30,91.0
2992,2020,8,Mt. Hotham,4401,83085,5.6,-2.8,0.0,2020-07-31,91.0
2993,2020,8,Mt. Hotham,4401,83085,3.1,-0.4,0.0,2020-08-01,91.0
2994,2020,8,Mt. Hotham,4401,83085,3.8,-1.6,0.0,2020-08-02,91.0
2995,2020,8,Mt. Hotham,4401,83085,1.6,-1.4,0.0,2020-08-03,91.0
2996,2020,9,Mt. Hotham,3476,83085,-5.0,-5.3,2.2,2020-08-04,99.0
2997,2020,9,Mt. Hotham,3476,83085,-3.5,-7.9,0.0,2020-08-05,99.0
2998,2020,9,Mt. Hotham,3476,83085,-0.6,-7.8,0.6,2020-08-06,99.0
2999,2020,9,Mt. Hotham,3476,83085,-0.9,-5.2,0.0,2020-08-07,99.0
3000,2020,9,Mt. Hotham,3476,83085,0.6,-3.5,5.2,2020-08-08,99.0
3001,2020,9,Mt. Hotham,3476,83085,0.0,-2.4,2.0,2020-08-09,99.0
3002,2020,9,Mt. Hotham,3476,83085,5.1,-3.9,0.2,2020-08-10,99.0
3003,2020,10,Mt. Hotham,1043,83085,5.7,-3.4,0.0,2020-08-11,136.0
3004,2020,10,Mt. Hotham,1043,83085,2.0,-2.4,0.0,2020-08-12,136.0
3005,2020,10,Mt. Hotham,1043,83085,2.5,0.0,21.2,2020-08-13,136.0
3006,2020,10,Mt. Hotham,1043,83085,2.2,0.0,11.6,2020-08-14,136.0
3007,2020,10,Mt. Hotham,1043,83085,0.9,-0.1,3.8,2020-08-15,136.0
3008,2020,10,Mt. Hotham,1043,83085,0.3,-0.5,0.4,2020-08-16,136.0
3009,2020,10,Mt. Hotham,1043,83085,1.4,-1.3,0.8,2020-08-17,136.0
3010,2020,11,Mt. Hotham,0,83085,0.0,-2.5,7.4,2020-08-18,166.0
3011,2020,11,Mt. Hotham,0,83085,-1.7,-2.3,1.2,2020-08-19,166.0
3012,2020,11,Mt. Hotham,0,83085,-1.3,-3.5,10.2,2020-08-20,166.0
3013,2020,11,Mt. Hotham,0,83085,-2.1,-3.2,10.6,2020-08-21,166.0
3014,2020,11,Mt. Hotham,0,83085,-3.6,-6.6,3.4,2020-08-22,166.0
3015,2020,11,Mt. Hotham,0,83085,-2.1,-6.6,4.4,2020-08-23,166.0
3016,2020,11,Mt. Hotham,0,83085,-1.2,-6.6,3.8,2020-08-24,166.0
3017,2020,12,Mt. Hotham,0,83085,-1.0,-7.3,0.4,2020-08-25,167.0
3018,2020,12,Mt. Hotham,0,83085,-0.2,-5.3,0.0,2020-08-26,167.0
3019,2020,12,Mt. Hotham,0,83085,0.0,-3.6,0.0,2020-08-27,167.0
3020,2020,12,Mt. Hotham,0,83085,1.5,-5.5,2.2,2020-08-28,167.0
3021,2020,12,Mt. Hotham,0,83085,2.1,-3.7,0.0,2020-08-29,167.0
3022,2020,12,Mt. Hotham,0,83085,3.9,0.4,0.0,2020-08-30,167.0
3023,2020,12,Mt. Hotham,0,83085,0.2,-4.7,0.4,2020-08-31,167.0
3024,2020,13,Mt. Hotham,0,83085,1.9,-4.4,0.0,2020-09-01,203.0
3025,2020,13,Mt. Hotham,0,83085,6.5,-1.8,0.0,2020-09-02,203.0
3026,2020,13,Mt. Hotham,0,83085,3.5,1.2,0.0,2020-09-03,203.0
3027,2020,13,Mt. Hotham,0,83085,0.7,-2.5,0.4,2020-09-04,203.0
3028,2020,13,Mt. Hotham,0,83085,3.1,-3.2,0.8,2020-09-05,203.0
3029,2020,13,Mt. Hotham,0,83085,4.4,-2.3,0.0,2020-09-06,203.0
3030,2020,13,Mt. Hotham,0,83085,7.3,0.5,0.0,2020-09-07,203.0
3031,2020,14,Mt. Hotham,0,83085,8.4,3.1,0.0,2020-09-08,186.0
3032,2020,14,Mt. Hotham,0,83085,5.6,-0.2,2.0,2020-09-09,186.0
3033,2020,14,Mt. Hotham,0,83085,10.0,-0.7,0.0,2020-09-10,186.0
3034,2020,14,Mt. Hotham,0,83085,9.6,1.1,0.0,2020-09-11,186.0
3035,2020,14,Mt. Hotham,0,83085,4.2,1.0,0.0,2020-09-12,186.0
3036,2020,14,Mt. Hotham,0,83085,4.8,1.4,11.2,2020-09-13,186.0
3037,2020,14,Mt. Hotham,0,83085,8.6,-0.6,2.6,2020-09-14,186.0
3038,2020,15,Mt. Hotham,0,83085,10.3,2.8,0.0,2020-09-15,177.0
3039,2020,15,Mt. Hotham,0,83085,8.1,2.1,0.0,2020-09-16,177.0
3040,2020,15,Mt. Hotham,0,83085,8.7,3.4,0.0,2020-09-17,177.0
3041,2020,15,Mt. Hotham,0,83085,8.9,2.6,0.0,2020-09-18,177.0
3042,2020,15,Mt. Hotham,0,83085,11.5,6.2,0.2,2020-09-19,177.0
3043,2020,15,Mt. Hotham,0,83085,6.6,5.5,18.4,2020-09-20,177.0
3044,2020,15,Mt. Hotham,0,83085,7.4,5.0,6.2,2020-09-21,177.0
3045,2021,1,Mt. Hotham,3992,83085,1.7,-5.3,9.8,2021-06-09,0.0
3046,2021,1,Mt. Hotham,3992,83085,0.0,-3.6,23.6,2021-06-10,0.0
3047,2021,1,Mt. Hotham,3992,83085,1.3,-2.8,0.0,2021-06-11,0.0
3048,2021,1,Mt. Hotham,3992,83085,0.1,-2.1,11.0,2021-06-12,0.0
3049,2021,1,Mt. Hotham,3992,83085,1.7,-0.7,1.6,2021-06-13,0.0
3050,2021,1,Mt. Hotham,3992,83085,2.3,-0.4,0.0,2021-06-14,0.0
3051,2021,1,Mt. Hotham,3992,83085,0.9,-1.3,0.0,2021-06-15,0.0
3052,2021,2,Mt. Hotham,9086,83085,1.2,-0.9,1.2,2021-06-16,0.0
3053,2021,2,Mt. Hotham,9086,83085,-1.1,-2.9,15.2,2021-06-17,0.0
3054,2021,2,Mt. Hotham,9086,83085,0.1,-4.0,0.4,2021-06-18,0.0
3055,2021,2,Mt. Hotham,9086,83085,-0.1,-2.4,0.4,2021-06-19,0.0
3056,2021,2,Mt. Hotham,9086,83085,0.1,-2.7,1.0,2021-06-20,0.0
3057,2021,2,Mt. Hotham,9086,83085,2.4,-3.5,0.0,2021-06-21,0.0
3058,2021,2,Mt. Hotham,9086,83085,1.1,-2.5,0.0,2021-06-22,0.0
3059,2021,3,Mt. Hotham,16742,83085,3.3,-1.7,0.4,2021-06-23,0.0
3060,2021,3,Mt. Hotham,16742,83085,3.2,0.4,74.6,2021-06-24,0.0
3061,2021,3,Mt. Hotham,16742,83085,-0.4,-1.0,20.4,2021-06-25,0.0
3062,2021,3,Mt. Hotham,16742,83085,-0.7,-1.7,17.6,2021-06-26,0.0
3063,2021,3,Mt. Hotham,16742,83085,-0.2,-4.1,5.6,2021-06-27,0.0
3064,2021,3,Mt. Hotham,16742,83085,1.2,-5.0,0.0,2021-06-28,0.0
3065,2021,3,Mt. Hotham,16742,83085,1.0,-2.4,0.0,2021-06-29,0.0
3066,2021,4,Mt. Hotham,28047,83085,1.9,-2.1,0.0,2021-06-30,10.0
3067,2021,4,Mt. Hotham,28047,83085,1.8,-0.3,15.2,2021-07-01,10.0
3068,2021,4,Mt. Hotham,28047,83085,0.5,-0.1,0.8,2021-07-02,10.0
3069,2021,4,Mt. Hotham,28047,83085,-4.1,-5.1,5.6,2021-07-03,10.0
3070,2021,4,Mt. Hotham,28047,83085,-2.8,-5.4,0.4,2021-07-04,10.0
3071,2021,4,Mt. Hotham,28047,83085,-0.2,-5.6,3.4,2021-07-05,10.0
3072,2021,4,Mt. Hotham,28047,83085,0.8,-5.1,2.0,2021-07-06,10.0
3073,2021,5,Mt. Hotham,35270,83085,0.4,-4.0,0.4,2021-07-07,31.0
3074,2021,5,Mt. Hotham,35270,83085,0.2,-5.2,0.0,2021-07-08,31.0
3075,2021,5,Mt. Hotham,35270,83085,1.8,-3.8,0.0,2021-07-09,31.0
3076,2021,5,Mt. Hotham,35270,83085,0.9,-4.9,0.0,2021-07-10,31.0
3077,2021,5,Mt. Hotham,35270,83085,0.5,-2.9,0.0,2021-07-11,31.0
3078,2021,5,Mt. Hotham,35270,83085,-0.3,-1.8,0.0,2021-07-12,31.0
3079,2021,5,Mt. Hotham,35270,83085,-0.1,-1.8,1.4,2021-07-13,31.0
3080,2021,6,Mt. Hotham,13693,83085,1.3,-2.4,1.6,2021-07-14,44.0
3081,2021,6,Mt. Hotham,13693,83085,1.2,-2.0,31.0,2021-07-15,44.0
3082,2021,6,Mt. Hotham,13693,83085,-1.1,-2.5,18.2,2021-07-16,44.0
3083,2021,6,Mt. Hotham,13693,83085,-1.5,-5.0,13.0,2021-07-17,44.0
3084,2021,6,Mt. Hotham,13693,83085,-0.6,-5.2,4.8,2021-07-18,44.0
3085,2021,6,Mt. Hotham,13693,83085,-1.8,-4.3,2.4,2021-07-19,44.0
3086,2021,6,Mt. Hotham,13693,83085,-1.3,-3.6,7.8,2021-07-20,44.0
3087,2021,7,Mt. Hotham,6750,83085,-3.3,-6.2,10.6,2021-07-21,15.0
3088,2021,7,Mt. Hotham,6750,83085,-1.7,-5.2,0.2,2021-07-22,15.0
3089,2021,7,Mt. Hotham,6750,83085,-2.1,-4.8,0.0,2021-07-23,15.0
3090,2021,7,Mt. Hotham,6750,83085,-2.1,-3.9,3.0,2021-07-24,15.0
3091,2021,7,Mt. Hotham,6750,83085,-1.0,-5.3,14.6,2021-07-25,15.0
3092,2021,7,Mt. Hotham,6750,83085,0.0,-5.4,10.2,2021-07-26,15.0
3093,2021,7,Mt. Hotham,6750,83085,0.1,-1.1,30.2,2021-07-27,15.0
3094,2021,8,Mt. Hotham,18858,83085,0.0,-0.3,12.2,2021-07-28,46.0
3095,2021,8,Mt. Hotham,18858,83085,-1.7,-4.6,17.2,2021-07-29,46.0
3096,2021,8,Mt. Hotham,18858,83085,0.0,-4.5,0.2,2021-07-30,46.0
3097,2021,8,Mt. Hotham,18858,83085,2.0,-4.1,3.0,2021-07-31,46.0
3098,2021,8,Mt. Hotham,18858,83085,0.0,-3.6,16.8,2021-08-01,46.0
3099,2021,8,Mt. Hotham,18858,83085,-0.1,-5.0,0.0,2021-08-02,46.0
3100,2021,8,Mt. Hotham,18858,83085,-1.8,-3.1,2.0,2021-08-03,46.0
3101,2021,9,Mt. Hotham,27982,83085,-0.3,-4.9,9.8,2021-08-04,55.0
3102,2021,9,Mt. Hotham,27982,83085,0.1,-4.0,4.6,2021-08-05,55.0
3103,2021,9,Mt. Hotham,27982,83085,1.5,-2.6,0.0,2021-08-06,55.0
3104,2021,9,Mt. Hotham,27982,83085,-0.7,-3.0,0.0,2021-08-07,55.0
3105,2021,9,Mt. Hotham,27982,83085,-0.3,-3.7,0.0,2021-08-08,55.0
3106,2021,9,Mt. Hotham,27982,83085,0.6,-2.3,0.0,2021-08-09,55.0
3107,2021,9,Mt. Hotham,27982,83085,3.2,-1.3,0.0,2021-08-10,55.0
3108,2021,10,Mt. Hotham,16215,83085,4.3,-1.3,0.0,2021-08-11,77.0
3109,2021,10,Mt. Hotham,16215,83085,-0.5,-3.9,10.0,2021-08-12,77.0
3110,2021,10,Mt. Hotham,16215,83085,-0.3,-2.4,0.4,2021-08-13,77.0
3111,2021,10,Mt. Hotham,16215,83085,-0.3,-2.9,0.0,2021-08-14,77.0
3112,2021,10,Mt. Hotham,16215,83085,-0.8,-2.0,0.0,2021-08-15,77.0
3113,2021,10,Mt. Hotham,16215,83085,-0.7,-1.9,0.0,2021-08-16,77.0
3114,2021,10,Mt. Hotham,16215,83085,1.6,-3.6,1.6,2021-08-17,77.0
3115,2021,11,Mt. Hotham,15773,83085,2.1,-3.4,0.0,2021-08-18,100.0
3116,2021,11,Mt. Hotham,15773,83085,2.9,-1.4,0.0,2021-08-19,100.0
3117,2021,11,Mt. Hotham,15773,83085,0.5,-2.1,0.0,2021-08-20,100.0
3118,2021,11,Mt. Hotham,15773,83085,1.6,-0.6,0.0,2021-08-21,100.0
3119,2021,11,Mt. Hotham,15773,83085,4.8,0.0,0.0,2021-08-22,100.0
3120,2021,11,Mt. Hotham,15773,83085,0.8,0.2,23.2,2021-08-23,100.0
3121,2021,11,Mt. Hotham,15773,83085,-2.6,-5.1,21.6,2021-08-24,100.0
3122,2021,12,Mt. Hotham,4200,83085,-1.6,-6.8,0.0,2021-08-25,135.0
3123,2021,12,Mt. Hotham,4200,83085,-0.1,-4.0,0.8,2021-08-26,135.0
3124,2021,12,Mt. Hotham,4200,83085,0.0,-3.6,0.0,2021-08-27,135.0
3125,2021,12,Mt. Hotham,4200,83085,0.1,-2.8,1.8,2021-08-28,135.0
3126,2021,12,Mt. Hotham,4200,83085,-0.3,-2.3,0.4,2021-08-29,135.0
3127,2021,12,Mt. Hotham,4200,83085,-0.4,-3.0,8.0,2021-08-30,135.0
3128,2021,12,Mt. Hotham,4200,83085,4.1,-2.1,0.0,2021-08-31,135.0
3129,2021,13,Mt. Hotham,4200,83085,7.5,-0.4,0.0,2021-09-01,95.0
3130,2021,13,Mt. Hotham,4200,83085,8.1,3.8,0.0,2021-09-02,95.0
3131,2021,13,Mt. Hotham,4200,83085,6.7,5.6,0.8,2021-09-03,95.0
3132,2021,13,Mt. Hotham,4200,83085,3.6,2.7,60.0,2021-09-04,95.0
3133,2021,13,Mt. Hotham,4200,83085,-1.4,-2.8,21.2,2021-09-05,95.0
3134,2021,13,Mt. Hotham,4200,83085,2.6,-5.1,1.4,2021-09-06,95.0
3135,2021,13,Mt. Hotham,4200,83085,5.1,-4.2,0.2,2021-09-07,95.0
3136,2021,14,Mt. Hotham,5617,83085,6.1,0.1,0.0,2021-09-08,52.0
3137,2021,14,Mt. Hotham,5617,83085,4.0,-0.9,0.0,2021-09-09,52.0
3138,2021,14,Mt. Hotham,5617,83085,5.7,0.7,0.2,2021-09-10,52.0
3139,2021,14,Mt. Hotham,5617,83085,8.3,2.2,0.0,2021-09-11,52.0
3140,2021,14,Mt. Hotham,5617,83085,-0.6,-1.2,0.6,2021-09-12,52.0
3141,2021,14,Mt. Hotham,5617,83085,-2.4,-5.0,2.2,2021-09-13,52.0
3142,2021,14,Mt. Hotham,5617,83085,2.4,-6.2,0.0,2021-09-14,52.0
3143,2021,15,Mt. Hotham,11309,83085,3.7,-2.9,0.2,2021-09-15,39.0
3144,2021,15,Mt. Hotham,11309,83085,3.4,-2.0,0.0,2021-09-16,39.0
3145,2021,15,Mt. Hotham,11309,83085,4.9,-1.3,0.0,2021-09-17,39.0
3146,2021,15,Mt. Hotham,11309,83085,0.7,0.2,62.4,2021-09-18,39.0
3147,2021,15,Mt. Hotham,11309,83085,1.3,-3.0,0.6,2021-09-19,39.0
3148,2021,15,Mt. Hotham,11309,83085,-1.6,-2.6,24.4,2021-09-20,39.0
3149,2021,15,Mt. Hotham,11309,83085,1.1,-6.6,4.0,2021-09-21,39.0
3150,2022,1,Mt. Hotham,16726,83085,-1.0,-4.9,0.0,2022-06-09,0.0
3151,2022,1,Mt. Hotham,16726,83085,-0.5,-3.0,0.4,2022-06-10,0.0
3152,2022,1,Mt. Hotham,16726,83085,-1.9,-4.6,0.4,2022-06-11,0.0
3153,2022,1,Mt. Hotham,16726,83085,-0.8,-4.4,0.0,2022-06-12,0.0
3154,2022,1,Mt. Hotham,16726,83085,-1.3,-4.6,0.0,2022-06-13,0.0
3155,2022,1,Mt. Hotham,16726,83085,-1.9,-4.6,0.0,2022-06-14,0.0
3156,2022,1,Mt. Hotham,16726,83085,0.0,-4.5,0.0,2022-06-15,0.0
3157,2022,2,Mt. Hotham,17273,83085,0.1,-1.9,9.4,2022-06-16,0.0
3158,2022,2,Mt. Hotham,17273,83085,0.1,-0.6,23.8,2022-06-17,0.0
3159,2022,2,Mt. Hotham,17273,83085,1.1,-2.5,4.8,2022-06-18,0.0
3160,2022,2,Mt. Hotham,17273,83085,2.2,-2.5,0.6,2022-06-19,0.0
3161,2022,2,Mt. Hotham,17273,83085,1.9,-1.3,0.2,2022-06-20,0.0
3162,2022,2,Mt. Hotham,17273,83085,-0.1,-0.6,15.4,2022-06-21,0.0
3163,2022,2,Mt. Hotham,17273,83085,1.0,-3.1,1.2,2022-06-22,0.0
3164,2022,3,Mt. Hotham,17846,83085,1.3,-1.6,18.6,2022-06-23,0.0
3165,2022,3,Mt. Hotham,17846,83085,1.1,0.1,12.2,2022-06-24,0.0
3166,2022,3,Mt. Hotham,17846,83085,-0.9,-2.5,13.4,2022-06-25,0.0
3167,2022,3,Mt. Hotham,17846,83085,-0.3,-2.5,0.0,2022-06-26,0.0
3168,2022,3,Mt. Hotham,17846,83085,3.8,-6.1,2.4,2022-06-27,0.0
3169,2022,3,Mt. Hotham,17846,83085,6.0,-6.4,0.0,2022-06-28,0.0
3170,2022,3,Mt. Hotham,17846,83085,1.1,-2.6,7.4,2022-06-29,0.0
3171,2022,4,Mt. Hotham,32710,83085,-0.4,-3.7,0.0,2022-06-30,87.0
3172,2022,4,Mt. Hotham,32710,83085,-0.7,-4.6,0.8,2022-07-01,87.0
3173,2022,4,Mt. Hotham,32710,83085,0.1,-5.2,1.0,2022-07-02,87.0
3174,2022,4,Mt. Hotham,32710,83085,-0.5,-4.3,0.2,2022-07-03,87.0
3175,2022,4,Mt. Hotham,32710,83085,0.1,-4.8,0.2,2022-07-04,87.0
3176,2022,4,Mt. Hotham,32710,83085,8.0,-5.7,0.6,2022-07-05,87.0
3177,2022,4,Mt. Hotham,32710,83085,8.1,-1.3,0.0,2022-07-06,87.0
3178,2022,5,Mt. Hotham,39827,83085,-1.2,-4.5,0.0,2022-07-07,85.0
3179,2022,5,Mt. Hotham,39827,83085,-1.8,-4.4,0.0,2022-07-08,85.0
3180,2022,5,Mt. Hotham,39827,83085,-1.3,-3.7,0.0,2022-07-09,85.0
3181,2022,5,Mt. Hotham,39827,83085,0.3,-3.6,0.2,2022-07-10,85.0
3182,2022,5,Mt. Hotham,39827,83085,0.1,-3.5,3.2,2022-07-11,85.0
3183,2022,5,Mt. Hotham,39827,83085,-1.4,-3.2,1.6,2022-07-12,85.0
3184,2022,5,Mt. Hotham,39827,83085,-2.4,-4.9,0.0,2022-07-13,85.0
3185,2022,6,Mt. Hotham,34135,83085,-0.3,-7.0,0.0,2022-07-14,116.0
3186,2022,6,Mt. Hotham,34135,83085,0.4,-5.8,0.6,2022-07-15,116.0
3187,2022,6,Mt. Hotham,34135,83085,-2.0,-4.7,0.0,2022-07-16,116.0
3188,2022,6,Mt. Hotham,34135,83085,-0.7,-4.3,0.0,2022-07-17,116.0
3189,2022,6,Mt. Hotham,34135,83085,-3.1,-6.2,0.0,2022-07-18,116.0
3190,2022,6,Mt. Hotham,34135,83085,-3.5,-7.3,0.0,2022-07-19,116.0
3191,2022,6,Mt. Hotham,34135,83085,-1.0,-7.4,0.0,2022-07-20,116.0
3192,2022,7,Mt. Hotham,34204,83085,1.9,-5.7,3.8,2022-07-21,147.0
3193,2022,7,Mt. Hotham,34204,83085,4.5,-2.7,6.2,2022-07-22,147.0
3194,2022,7,Mt. Hotham,34204,83085,1.8,-0.1,2.6,2022-07-23,147.0
3195,2022,7,Mt. Hotham,34204,83085,2.8,0.2,0.4,2022-07-24,147.0
3196,2022,7,Mt. Hotham,34204,83085,2.3,-0.1,0.2,2022-07-25,147.0
3197,2022,7,Mt. Hotham,34204,83085,-1.2,-2.1,17.4,2022-07-26,147.0
3198,2022,7,Mt. Hotham,34204,83085,0.2,-5.3,4.2,2022-07-27,147.0
3199,2022,8,Mt. Hotham,32560,83085,-0.4,-2.4,10.6,2022-07-28,133.0
3200,2022,8,Mt. Hotham,32560,83085,-2.2,-5.7,7.6,2022-07-29,133.0
3201,2022,8,Mt. Hotham,32560,83085,-1.4,-7.6,1.2,2022-07-30,133.0
3202,2022,8,Mt. Hotham,32560,83085,-0.2,-3.9,0.2,2022-07-31,133.0
3203,2022,8,Mt. Hotham,32560,83085,-1.0,-3.5,0.0,2022-08-01,133.0
3204,2022,8,Mt. Hotham,32560,83085,1.5,-3.7,0.0,2022-08-02,133.0
3205,2022,8,Mt. Hotham,32560,83085,5.6,-3.3,21.8,2022-08-03,133.0
3206,2022,9,Mt. Hotham,34634,83085,2.9090958655156745,-2.1545074897866545,4.99750022808138,2022-08-04,124.0
3207,2022,9,Mt. Hotham,34634,83085,2.9090958655156745,-2.1545074897866545,4.99750022808138,2022-08-05,124.0
3208,2022,9,Mt. Hotham,34634,83085,2.9090958655156745,-2.1545074897866545,0.2,2022-08-06,124.0
3209,2022,9,Mt. Hotham,34634,83085,2.9090958655156745,-2.1545074897866545,5.2,2022-08-07,124.0
3210,2022,9,Mt. Hotham,34634,83085,2.9090958655156745,-2.1545074897866545,9.8,2022-08-08,124.0
3211,2022,9,Mt. Hotham,34634,83085,2.9090958655156745,-2.1545074897866545,0.2,2022-08-09,124.0
3212,2022,9,Mt. Hotham,34634,83085,2.9090958655156745,-2.1545074897866545,2.8,2022-08-10,124.0
3213,2022,10,Mt. Hotham,37253,83085,2.9090958655156745,-2.1545074897866545,0.2,2022-08-11,120.0
3214,2022,10,Mt. Hotham,37253,83085,2.9090958655156745,-2.1545074897866545,0.0,2022-08-12,120.0
3215,2022,10,Mt. Hotham,37253,83085,2.9090958655156745,-2.1545074897866545,5.2,2022-08-13,120.0
3216,2022,10,Mt. Hotham,37253,83085,2.9090958655156745,-2.1545074897866545,6.0,2022-08-14,120.0
3217,2022,10,Mt. Hotham,37253,83085,2.9090958655156745,-2.1545074897866545,0.0,2022-08-15,120.0
3218,2022,10,Mt. Hotham,37253,83085,2.9090958655156745,-2.1545074897866545,0.2,2022-08-16,120.0
3219,2022,10,Mt. Hotham,37253,83085,1.3,-2.5,4.99750022808138,2022-08-17,120.0
3220,2022,11,Mt. Hotham,34672,83085,1.3,-1.8,10.8,2022-08-18,116.0
3221,2022,11,Mt. Hotham,34672,83085,-0.6,-3.0,11.0,2022-08-19,116.0
3222,2022,11,Mt. Hotham,34672,83085,0.9,-3.5,14.6,2022-08-20,116.0
3223,2022,11,Mt. Hotham,34672,83085,-1.2,-5.5,10.0,2022-08-21,116.0
3224,2022,11,Mt. Hotham,34672,83085,0.9,-3.9,0.0,2022-08-22,116.0
3225,2022,11,Mt. Hotham,34672,83085,-3.0,-5.4,18.0,2022-08-23,116.0
3226,2022,11,Mt. Hotham,34672,83085,-0.4,-6.2,0.0,2022-08-24,116.0
3227,2022,12,Mt. Hotham,33389,83085,2.7,-3.9,7.8,2022-08-25,107.0
3228,2022,12,Mt. Hotham,33389,83085,5.4,-1.9,2.8,2022-08-26,107.0
3229,2022,12,Mt. Hotham,33389,83085,5.2,-0.6,0.0,2022-08-27,107.0
3230,2022,12,Mt. Hotham,33389,83085,3.4,0.2,0.8,2022-08-28,107.0
3231,2022,12,Mt. Hotham,33389,83085,3.8,0.6,0.4,2022-08-29,107.0
3232,2022,12,Mt. Hotham,33389,83085,2.9090958655156745,-2.1545074897866545,4.99750022808138,2022-08-30,107.0
3233,2022,12,Mt. Hotham,33389,83085,2.9090958655156745,-2.1545074897866545,4.99750022808138,2022-08-31,107.0
3234,2022,13,Mt. Hotham,29398,83085,2.9090958655156745,-2.1545074897866545,4.99750022808138,2022-09-01,95.0
3235,2022,13,Mt. Hotham,29398,83085,2.9090958655156745,-2.1545074897866545,4.99750022808138,2022-09-02,95.0
3236,2022,13,Mt. Hotham,29398,83085,2.9090958655156745,-2.1545074897866545,4.99750022808138,2022-09-03,95.0
3237,2022,13,Mt. Hotham,29398,83085,2.9090958655156745,-2.1545074897866545,4.99750022808138,2022-09-04,95.0
3238,2022,13,Mt. Hotham,29398,83085,2.9090958655156745,-2.1545074897866545,4.99750022808138,2022-09-05,95.0
3239,2022,13,Mt. Hotham,29398,83085,2.9090958655156745,-2.1545074897866545,4.99750022808138,2022-09-06,95.0
3240,2022,13,Mt. Hotham,29398,83085,2.9090958655156745,-2.1545074897866545,4.99750022808138,2022-09-07,95.0
3241,2022,14,Mt. Hotham,21856,83085,2.9090958655156745,-2.1545074897866545,4.99750022808138,2022-09-08,88.0
3242,2022,14,Mt. Hotham,21856,83085,2.9090958655156745,-2.1545074897866545,4.99750022808138,2022-09-09,88.0
3243,2022,14,Mt. Hotham,21856,83085,2.9090958655156745,-2.1545074897866545,0.4,2022-09-10,88.0
3244,2022,14,Mt. Hotham,21856,83085,2.9090958655156745,-2.1545074897866545,4.0,2022-09-11,88.0
3245,2022,14,Mt. Hotham,21856,83085,2.9090958655156745,-2.1545074897866545,0.0,2022-09-12,88.0
3246,2022,14,Mt. Hotham,21856,83085,2.9090958655156745,-2.1545074897866545,6.8,2022-09-13,88.0
3247,2022,14,Mt. Hotham,21856,83085,2.9090958655156745,-2.1545074897866545,1.0,2022-09-14,88.0
3248,2022,15,Mt. Hotham,18981,83085,2.9090958655156745,-2.1545074897866545,1.4,2022-09-15,0.0
3249,2022,15,Mt. Hotham,18981,83085,2.9090958655156745,-2.1545074897866545,8.4,2022-09-16,0.0
3250,2022,15,Mt. Hotham,18981,83085,2.9090958655156745,-2.1545074897866545,9.6,2022-09-17,0.0
3251,2022,15,Mt. Hotham,18981,83085,2.9090958655156745,-2.1545074897866545,1.0,2022-09-18,0.0
3252,2022,15,Mt. Hotham,18981,83085,2.9090958655156745,-2.1545074897866545,9.4,2022-09-19,0.0
3253,2022,15,Mt. Hotham,18981,83085,2.9090958655156745,-2.1545074897866545,14.2,2022-09-20,0.0
3254,2022,15,Mt. Hotham,18981,83085,2.9090958655156745,-2.1545074897866545,0.0,2022-09-21,0.0
3255,2023,1,Mt. Hotham,5318,83085,-1.2,-1.8,24.2,2023-06-09,0.0
3256,2023,1,Mt. Hotham,5318,83085,-0.6,-2.9,0.0,2023-06-10,0.0
3257,2023,1,Mt. Hotham,5318,83085,2.2,-2.4,0.0,2023-06-11,0.0
3258,2023,1,Mt. Hotham,5318,83085,1.3,-2.2,16.4,2023-06-12,0.0
3259,2023,1,Mt. Hotham,5318,83085,2.9090958655156745,-1.5,2.8,2023-06-13,0.0
3260,2023,1,Mt. Hotham,5318,83085,2.9090958655156745,-2.1545074897866545,4.99750022808138,2023-06-14,0.0
3261,2023,1,Mt. Hotham,5318,83085,2.9090958655156745,-2.1545074897866545,4.99750022808138,2023-06-15,0.0
3262,2023,2,Mt. Hotham,8241,83085,2.9090958655156745,-2.1545074897866545,4.99750022808138,2023-06-16,0.0
3263,2023,2,Mt. Hotham,8241,83085,2.9090958655156745,-2.1545074897866545,4.99750022808138,2023-06-17,0.0
3264,2023,2,Mt. Hotham,8241,83085,2.9090958655156745,-2.1545074897866545,4.99750022808138,2023-06-18,0.0
3265,2023,2,Mt. Hotham,8241,83085,2.9090958655156745,-2.1545074897866545,4.99750022808138,2023-06-19,0.0
3266,2023,2,Mt. Hotham,8241,83085,2.9090958655156745,-2.1545074897866545,4.99750022808138,2023-06-20,0.0
3267,2023,2,Mt. Hotham,8241,83085,2.9090958655156745,-2.1545074897866545,0.0,2023-06-21,0.0
3268,2023,2,Mt. Hotham,8241,83085,2.9090958655156745,-2.1545074897866545,5.2,2023-06-22,0.0
3269,2023,3,Mt. Hotham,18549,83085,2.9090958655156745,-2.1545074897866545,0.2,2023-06-23,2.0
